,date,open,close,high,low,volume,code
0,2015-12-31,3570.47,3539.18,3580.6,3538.35,176963659.0,sh000001
1,2016-01-04,3536.59,3296.66,3538.69,3295.74,184418423.0,sh000001
2,2016-01-05,3196.65,3287.71,3328.14,3189.6,266882083.0,sh000001
3,2016-01-06,3291.19,3361.84,3362.97,3288.93,238886670.0,sh000001
4,2016-01-07,3309.66,3125.0,3309.66,3115.89,70569123.0,sh000001
5,2016-01-08,3194.63,3186.41,3235.45,3056.88,286440822.0,sh000001
6,2016-01-11,3131.85,3016.7,3166.22,3016.7,271643691.0,sh000001
7,2016-01-12,3026.16,3022.86,3047.66,2978.46,207659622.0,sh000001
8,2016-01-13,3041.11,2949.6,3059.01,2949.29,194282106.0,sh000001
9,2016-01-14,2874.05,3007.65,3012.29,2867.55,212905644.0,sh000001
10,2016-01-15,2988.05,2900.97,3001.71,2883.87,198721697.0,sh000001
11,2016-01-18,2847.54,2913.84,2945.45,2844.7,164699694.0,sh000001
12,2016-01-19,2914.41,3007.74,3012.07,2906.4,205279703.0,sh000001
13,2016-01-20,2993.01,2976.69,3016.28,2951.92,216505474.0,sh000001
14,2016-01-21,2934.39,2880.48,2998.79,2880.08,191675668.0,sh000001
15,2016-01-22,2911.11,2916.56,2931.36,2851.73,159810734.0,sh000001
16,2016-01-25,2934.08,2938.51,2955.78,2911.83,153039057.0,sh000001
17,2016-01-26,2907.72,2749.79,2911.99,2743.84,210836054.0,sh000001
18,2016-01-27,2756.08,2735.56,2768.77,2638.3,215722046.0,sh000001
19,2016-01-28,2711.16,2655.66,2740.54,2647.49,171120280.0,sh000001
20,2016-01-29,2652.85,2737.6,2755.37,2649.79,186673106.0,sh000001
21,2016-02-01,2730.98,2688.85,2735.26,2655.62,156383744.0,sh000001
22,2016-02-02,2687.98,2749.57,2755.16,2687.98,158078211.0,sh000001
23,2016-02-03,2719.57,2739.25,2746.07,2696.88,148397217.0,sh000001
24,2016-02-04,2751.43,2781.02,2793.3,2751.31,170382018.0,sh000001
25,2016-02-05,2783.08,2763.49,2790.06,2762.16,141186284.0,sh000001
26,2016-02-15,2684.96,2746.2,2760.36,2682.09,129263932.0,sh000001
27,2016-02-16,2758.58,2836.57,2840.62,2758.58,195961614.0,sh000001
28,2016-02-17,2829.76,2867.34,2868.7,2824.36,216909925.0,sh000001
29,2016-02-18,2881.78,2862.89,2893.21,2857.7,219203873.0,sh000001
30,2016-02-19,2854.9,2860.02,2872.72,2840.49,163391413.0,sh000001
31,2016-02-22,2888.6,2927.18,2933.96,2880.35,232176042.0,sh000001
32,2016-02-23,2925.71,2903.33,2928.05,2872.28,199740663.0,sh000001
33,2016-02-24,2889.88,2928.9,2929.87,2872.27,213410384.0,sh000001
34,2016-02-25,2922.24,2741.25,2922.24,2729.85,270284416.0,sh000001
35,2016-02-26,2760.06,2767.21,2784.75,2715.87,191110472.0,sh000001
36,2016-02-29,2754.81,2687.98,2755.89,2638.96,207410709.0,sh000001
37,2016-03-01,2688.38,2733.17,2747.56,2668.76,187207443.0,sh000001
38,2016-03-02,2733.77,2849.68,2852.7,2732.54,270961783.0,sh000001
39,2016-03-03,2847.33,2859.76,2878.45,2840.87,287478210.0,sh000001
40,2016-03-04,2848.54,2874.15,2880.37,2808.85,312495169.0,sh000001
41,2016-03-07,2886.64,2897.34,2911.84,2871.35,217466836.0,sh000001
42,2016-03-08,2895.67,2901.39,2902.62,2802.56,233482661.0,sh000001
43,2016-03-09,2839.41,2862.56,2863.01,2811.72,183355383.0,sh000001
44,2016-03-10,2847.57,2804.73,2863.18,2803.48,138979461.0,sh000001
45,2016-03-11,2781.6,2810.31,2815.61,2772.55,127247554.0,sh000001
46,2016-03-14,2830.08,2859.5,2889.82,2823.03,194816030.0,sh000001
47,2016-03-15,2853.98,2864.37,2865.79,2819.79,163386667.0,sh000001
48,2016-03-16,2858.71,2870.43,2881.53,2854.19,186492535.0,sh000001
49,2016-03-17,2875.41,2904.83,2921.0,2857.19,200290213.0,sh000001
50,2016-03-18,2915.52,2955.15,2971.55,2908.74,313332735.0,sh000001
51,2016-03-21,2978.46,3018.8,3028.32,2973.76,352400438.0,sh000001
52,2016-03-22,3001.63,2999.36,3019.1,2988.43,270377322.0,sh000001
53,2016-03-23,2991.17,3009.96,3012.56,2980.86,216977462.0,sh000001
54,2016-03-24,2986.8,2960.97,2998.15,2960.54,237006403.0,sh000001
55,2016-03-25,2956.2,2979.43,2981.41,2952.11,175074344.0,sh000001
56,2016-03-28,2988.01,2957.82,3008.17,2948.53,202021241.0,sh000001
57,2016-03-29,2956.71,2919.83,2962.2,2905.25,182965345.0,sh000001
58,2016-03-30,2941.22,3000.65,3001.11,2941.22,210371451.0,sh000001
59,2016-03-31,3009.37,3003.92,3023.41,2992.92,220413445.0,sh000001
60,2016-04-01,2997.09,3009.53,3009.67,2956.25,206545866.0,sh000001
61,2016-04-05,3000.94,3053.07,3057.33,2993.15,256730344.0,sh000001
62,2016-04-06,3039.74,3050.59,3059.79,3029.0,232262051.0,sh000001
63,2016-04-07,3058.34,3008.42,3062.36,3007.06,220919506.0,sh000001
64,2016-04-08,2988.2,2984.96,2996.17,2960.46,187904633.0,sh000001
65,2016-04-11,3006.91,3033.96,3048.98,3006.91,220018324.0,sh000001
66,2016-04-12,3031.3,3023.65,3036.82,3001.32,182718668.0,sh000001
67,2016-04-13,3041.36,3066.64,3097.16,3041.36,310003246.0,sh000001
68,2016-04-14,3080.09,3082.36,3086.7,3056.99,208237830.0,sh000001
69,2016-04-15,3085.03,3078.12,3089.95,3066.87,189613051.0,sh000001
70,2016-04-18,3058.46,3033.66,3058.46,3022.97,183304512.0,sh000001
71,2016-04-19,3047.13,3042.82,3054.5,3024.9,156533200.0,sh000001
72,2016-04-20,3050.38,2972.58,3055.69,2905.05,283144219.0,sh000001
73,2016-04-21,2954.37,2952.89,2990.67,2943.46,189406849.0,sh000001
74,2016-04-22,2933.03,2959.24,2960.21,2926.78,137211668.0,sh000001
75,2016-04-25,2949.97,2946.67,2954.09,2917.02,125856243.0,sh000001
76,2016-04-26,2944.72,2964.7,2965.43,2933.97,117711604.0,sh000001
77,2016-04-27,2967.19,2953.67,2976.02,2949.43,130867640.0,sh000001
78,2016-04-28,2955.74,2945.59,2959.51,2916.37,138663274.0,sh000001
79,2016-04-29,2935.38,2938.32,2950.58,2930.36,109310628.0,sh000001
80,2016-05-03,2940.39,2992.64,2993.53,2929.81,168703643.0,sh000001
81,2016-05-04,2983.03,2991.27,3004.42,2978.33,165407106.0,sh000001
82,2016-05-05,2987.02,2997.84,2999.12,2977.2,144831383.0,sh000001
83,2016-05-06,2998.4,2913.25,3003.59,2913.04,206796498.0,sh000001
84,2016-05-09,2896.16,2832.11,2896.16,2821.83,180378330.0,sh000001
85,2016-05-10,2822.33,2832.59,2845.24,2820.16,120829310.0,sh000001
86,2016-05-11,2843.54,2837.04,2857.25,2818.7,135795466.0,sh000001
87,2016-05-12,2812.11,2835.86,2839.28,2781.24,136337655.0,sh000001
88,2016-05-13,2828.46,2827.11,2850.09,2814.11,114319710.0,sh000001
89,2016-05-16,2816.78,2850.86,2851.23,2804.99,114653592.0,sh000001
90,2016-05-17,2850.93,2843.68,2860.32,2832.46,123369064.0,sh000001
91,2016-05-18,2828.18,2807.51,2828.26,2781.42,140487826.0,sh000001
92,2016-05-19,2802.31,2806.91,2829.4,2801.55,111595071.0,sh000001
93,2016-05-20,2792.89,2825.48,2825.95,2785.08,108700899.0,sh000001
94,2016-05-23,2826.31,2843.65,2848.07,2826.26,120470455.0,sh000001
95,2016-05-24,2839.68,2821.67,2839.7,2807.19,111452445.0,sh000001
96,2016-05-25,2835.03,2815.09,2843.17,2807.75,103527265.0,sh000001
97,2016-05-26,2813.54,2822.44,2827.09,2780.76,114766797.0,sh000001
98,2016-05-27,2817.97,2821.05,2832.8,2809.8,109845823.0,sh000001
99,2016-05-30,2814.65,2822.45,2830.97,2794.66,106319589.0,sh000001
100,2016-05-31,2822.59,2916.62,2917.14,2822.59,215260341.0,sh000001
101,2016-06-01,2917.15,2913.51,2929.08,2909.51,188386421.0,sh000001
102,2016-06-02,2911.22,2925.23,2925.67,2906.52,159716916.0,sh000001
103,2016-06-03,2929.79,2938.68,2945.52,2915.19,172021023.0,sh000001
104,2016-06-06,2940.99,2934.1,2945.94,2922.28,141993742.0,sh000001
105,2016-06-07,2936.28,2936.04,2938.44,2923.5,132987867.0,sh000001
106,2016-06-08,2932.38,2927.16,2937.99,2908.37,143046071.0,sh000001
107,2016-06-13,2897.27,2833.07,2911.16,2832.51,169255434.0,sh000001
108,2016-06-14,2824.23,2842.19,2843.46,2822.06,119755274.0,sh000001
109,2016-06-15,2814.69,2887.21,2894.26,2811.78,166671069.0,sh000001
110,2016-06-16,2878.4,2872.82,2887.74,2865.39,173882767.0,sh000001
111,2016-06-17,2873.01,2885.1,2900.3,2872.18,171472517.0,sh000001
112,2016-06-20,2887.64,2888.81,2891.66,2864.02,136571051.0,sh000001
113,2016-06-21,2898.38,2878.56,2919.3,2869.18,164359089.0,sh000001
114,2016-06-22,2872.73,2905.55,2905.98,2869.51,130590424.0,sh000001
115,2016-06-23,2902.4,2891.96,2904.11,2878.66,136137375.0,sh000001
116,2016-06-24,2883.76,2854.29,2899.57,2807.6,190842609.0,sh000001
117,2016-06-27,2840.56,2895.7,2895.73,2840.28,156697472.0,sh000001
118,2016-06-28,2885.01,2912.56,2913.58,2878.82,173871047.0,sh000001
119,2016-06-29,2918.53,2931.59,2934.0,2915.06,193215586.0,sh000001
120,2016-06-30,2931.48,2929.61,2938.14,2922.31,154464930.0,sh000001
121,2016-07-01,2931.8,2932.48,2944.99,2925.81,141246227.0,sh000001
122,2016-07-04,2924.29,2988.6,2992.5,2922.52,222017132.0,sh000001
123,2016-07-05,2991.75,3006.39,3010.27,2990.64,235204450.0,sh000001
124,2016-07-06,2998.52,3017.29,3017.65,2984.83,212370920.0,sh000001
125,2016-07-07,3009.35,3016.85,3024.11,2994.64,222681667.0,sh000001
126,2016-07-08,3000.33,2988.09,3001.55,2983.88,168986859.0,sh000001
127,2016-07-11,2993.75,2994.92,3022.94,2990.91,224338224.0,sh000001
128,2016-07-12,2992.52,3049.38,3049.68,2984.42,259486295.0,sh000001
129,2016-07-13,3049.51,3060.69,3069.05,3048.2,253659384.0,sh000001
130,2016-07-14,3054.97,3054.02,3057.05,3036.52,180194804.0,sh000001
131,2016-07-15,3056.68,3054.3,3062.68,3044.54,172866398.0,sh000001
132,2016-07-18,3047.64,3043.56,3058.32,3031.64,177496562.0,sh000001
133,2016-07-19,3040.23,3036.6,3043.6,3014.29,155361466.0,sh000001
134,2016-07-20,3034.71,3027.9,3043.0,3022.63,138242815.0,sh000001
135,2016-07-21,3027.6,3039.01,3053.33,3027.37,163767370.0,sh000001
136,2016-07-22,3038.12,3012.82,3039.27,3007.46,162010181.0,sh000001
137,2016-07-25,3008.09,3015.83,3027.12,3003.29,144206582.0,sh000001
138,2016-07-26,3014.04,3050.17,3050.61,3013.8,156694506.0,sh000001
139,2016-07-27,3050.37,2992.0,3057.42,2939.23,280160915.0,sh000001
140,2016-07-28,2980.5,2994.32,3003.36,2968.18,190564950.0,sh000001
141,2016-07-29,2992.54,2979.34,3000.05,2972.92,150101534.0,sh000001
142,2016-08-01,2971.95,2953.39,2972.88,2931.96,147407763.0,sh000001
143,2016-08-02,2950.08,2971.28,2971.28,2946.64,115468900.0,sh000001
144,2016-08-03,2963.21,2978.46,2981.16,2956.79,141141332.0,sh000001
145,2016-08-04,2976.41,2982.43,2982.86,2958.93,133933301.0,sh000001
146,2016-08-05,2978.78,2976.7,2991.68,2971.56,141857101.0,sh000001
147,2016-08-08,2972.62,3004.28,3004.72,2959.05,155729833.0,sh000001
148,2016-08-09,3001.31,3025.68,3025.91,2998.68,169995446.0,sh000001
149,2016-08-10,3023.47,3018.75,3033.2,3017.09,164675165.0,sh000001
150,2016-08-11,3013.68,3002.64,3038.05,3001.17,161879481.0,sh000001
151,2016-08-12,3000.27,3050.67,3051.05,2999.04,168173657.0,sh000001
152,2016-08-15,3056.48,3125.2,3137.48,3053.87,297616506.0,sh000001
153,2016-08-16,3130.53,3110.04,3140.44,3102.07,278328934.0,sh000001
154,2016-08-17,3106.99,3109.55,3114.25,3090.28,213839637.0,sh000001
155,2016-08-18,3107.75,3104.11,3125.58,3093.32,229359081.0,sh000001
156,2016-08-19,3100.39,3108.1,3113.34,3082.77,194347453.0,sh000001
157,2016-08-22,3107.38,3084.81,3112.74,3083.59,185387927.0,sh000001
158,2016-08-23,3081.57,3089.71,3101.11,3073.53,161368965.0,sh000001
159,2016-08-24,3092.02,3085.88,3097.15,3079.55,145707440.0,sh000001
160,2016-08-25,3073.44,3068.33,3073.44,3041.51,174032980.0,sh000001
161,2016-08-26,3069.85,3070.31,3087.65,3063.89,149663901.0,sh000001
162,2016-08-29,3068.46,3070.03,3074.94,3058.79,144500007.0,sh000001
163,2016-08-30,3071.44,3074.68,3082.99,3065.97,140434811.0,sh000001
164,2016-08-31,3072.92,3085.49,3087.7,3063.4,141368609.0,sh000001
165,2016-09-01,3083.96,3063.31,3088.7,3062.88,155191093.0,sh000001
166,2016-09-02,3057.49,3067.35,3072.53,3050.49,150446920.0,sh000001
167,2016-09-05,3070.71,3072.1,3085.49,3065.33,144963317.0,sh000001
168,2016-09-06,3071.06,3090.71,3095.51,3053.19,172908524.0,sh000001
169,2016-09-07,3091.33,3091.93,3105.68,3087.88,186956763.0,sh000001
170,2016-09-08,3089.95,3095.95,3096.78,3083.9,145883771.0,sh000001
171,2016-09-09,3095.43,3078.85,3101.79,3078.22,160692924.0,sh000001
172,2016-09-12,3037.51,3021.98,3040.95,2999.93,206012086.0,sh000001
173,2016-09-13,3025.03,3023.51,3029.72,3008.74,135387580.0,sh000001
174,2016-09-14,3008.9,3002.85,3017.94,2995.42,133413401.0,sh000001
175,2016-09-19,3005.32,3026.05,3026.65,3005.32,119225027.0,sh000001
176,2016-09-20,3027.17,3023.0,3027.82,3015.88,118924117.0,sh000001
177,2016-09-21,3021.58,3025.87,3032.45,3017.54,115721213.0,sh000001
178,2016-09-22,3038.42,3042.31,3054.44,3035.07,139309554.0,sh000001
179,2016-09-23,3044.79,3033.9,3046.8,3032.8,125590976.0,sh000001
180,2016-09-26,3028.24,2980.43,3028.24,2980.12,144330286.0,sh000001
181,2016-09-27,2974.59,2998.17,2998.23,2969.13,121701450.0,sh000001
182,2016-09-28,3000.7,2987.86,3000.7,2984.32,104625697.0,sh000001
183,2016-09-29,2992.17,2998.48,3009.2,2991.91,113213919.0,sh000001
184,2016-09-30,2994.25,3004.7,3009.2,2993.06,101333562.0,sh000001
185,2016-10-10,3020.46,3048.14,3048.24,3014.62,160051104.0,sh000001
186,2016-10-11,3051.62,3065.25,3066.1,3048.02,167273496.0,sh000001
187,2016-10-12,3057.32,3058.5,3060.51,3048.89,142493577.0,sh000001
188,2016-10-13,3057.97,3061.35,3065.0,3052.64,154756725.0,sh000001
189,2016-10-14,3056.99,3063.81,3064.79,3043.18,155373705.0,sh000001
190,2016-10-17,3064.69,3041.17,3068.81,3033.75,163733265.0,sh000001
191,2016-10-18,3037.4,3083.88,3084.19,3037.4,182042460.0,sh000001
192,2016-10-19,3085.75,3084.72,3096.22,3076.77,182470143.0,sh000001
193,2016-10-20,3084.91,3084.46,3089.68,3076.29,160691364.0,sh000001
194,2016-10-21,3081.39,3090.94,3101.85,3069.27,187388072.0,sh000001
195,2016-10-24,3092.05,3128.25,3137.03,3090.79,240522349.0,sh000001
196,2016-10-25,3127.97,3131.94,3132.5,3121.05,203380898.0,sh000001
197,2016-10-26,3129.84,3116.31,3129.84,3110.39,191663263.0,sh000001
198,2016-10-27,3112.6,3112.35,3114.76,3100.39,158008789.0,sh000001
199,2016-10-28,3111.7,3104.27,3128.64,3101.24,181774123.0,sh000001
200,2016-10-31,3097.19,3100.49,3102.3,3081.07,151506764.0,sh000001
201,2016-11-01,3101.66,3122.44,3122.61,3097.04,160232032.0,sh000001
202,2016-11-02,3115.73,3102.73,3118.98,3099.82,182722067.0,sh000001
203,2016-11-03,3096.76,3128.94,3140.93,3094.1,222986260.0,sh000001
204,2016-11-04,3126.35,3125.32,3141.33,3119.54,197683197.0,sh000001
205,2016-11-07,3124.89,3133.33,3139.2,3117.1,179418490.0,sh000001
206,2016-11-08,3140.94,3147.89,3156.88,3134.95,190846979.0,sh000001
207,2016-11-09,3146.08,3128.37,3146.95,3096.95,241114958.0,sh000001
208,2016-11-10,3148.54,3171.28,3172.31,3148.54,244192602.0,sh000001
209,2016-11-11,3169.4,3196.04,3202.74,3166.07,310854579.0,sh000001
210,2016-11-14,3187.71,3210.37,3221.46,3186.8,329608313.0,sh000001
211,2016-11-15,3209.95,3206.99,3214.29,3195.04,240886350.0,sh000001
212,2016-11-16,3208.5,3205.06,3210.89,3195.41,221766993.0,sh000001
213,2016-11-17,3198.5,3208.45,3211.05,3187.21,214206240.0,sh000001
214,2016-11-18,3207.19,3192.86,3212.39,3187.5,209826639.0,sh000001
215,2016-11-21,3188.5,3218.15,3229.76,3188.28,230652844.0,sh000001
216,2016-11-22,3220.98,3248.35,3249.68,3220.98,261631547.0,sh000001
217,2016-11-23,3247.94,3241.14,3262.88,3231.59,249959592.0,sh000001
218,2016-11-24,3237.43,3241.74,3257.86,3232.87,232324527.0,sh000001
219,2016-11-25,3241.24,3261.94,3262.44,3209.6,233921601.0,sh000001
220,2016-11-28,3270.05,3277.0,3288.34,3267.67,281551253.0,sh000001
221,2016-11-29,3269.23,3282.92,3301.21,3263.4,320836287.0,sh000001
222,2016-11-30,3272.14,3250.03,3277.27,3239.52,243576053.0,sh000001
223,2016-12-01,3257.03,3273.31,3279.67,3256.26,237759864.0,sh000001
224,2016-12-02,3270.12,3243.84,3279.71,3235.28,259567205.0,sh000001
225,2016-12-05,3203.78,3204.71,3219.52,3194.88,223010394.0,sh000001
226,2016-12-06,3202.03,3199.65,3215.31,3196.52,157572693.0,sh000001
227,2016-12-07,3198.47,3222.24,3222.43,3189.49,169072847.0,sh000001
228,2016-12-08,3225.55,3215.37,3228.12,3211.47,170710173.0,sh000001
229,2016-12-09,3209.34,3232.88,3244.8,3207.04,204023956.0,sh000001
230,2016-12-12,3233.67,3152.97,3245.09,3149.9,274708461.0,sh000001
231,2016-12-13,3138.99,3155.04,3162.5,3118.71,185164495.0,sh000001
232,2016-12-14,3149.38,3140.53,3170.02,3136.35,201358887.0,sh000001
233,2016-12-15,3125.76,3117.68,3138.78,3100.91,189990626.0,sh000001
234,2016-12-16,3111.51,3122.98,3128.87,3106.35,164988699.0,sh000001
235,2016-12-19,3120.7,3118.08,3125.28,3110.08,154169716.0,sh000001
236,2016-12-20,3115.9,3102.88,3117.01,3084.8,157426759.0,sh000001
237,2016-12-21,3107.24,3137.43,3140.25,3107.24,186706607.0,sh000001
238,2016-12-22,3132.16,3139.56,3143.17,3126.89,167804990.0,sh000001
239,2016-12-23,3134.93,3110.15,3138.4,3103.75,166176769.0,sh000001
240,2016-12-26,3095.58,3122.57,3122.88,3068.42,152571881.0,sh000001
241,2016-12-27,3117.39,3114.66,3127.88,3113.75,141528939.0,sh000001
242,2016-12-28,3113.77,3102.24,3118.78,3094.55,135727087.0,sh000001
243,2016-12-29,3095.84,3096.1,3111.8,3087.34,132623292.0,sh000001
244,2016-12-30,3097.35,3103.64,3108.84,3089.99,133267130.0,sh000001
245,2017-01-03,3105.31,3135.92,3136.46,3105.31,141567187.0,sh000001
246,2017-01-04,3133.79,3158.79,3160.1,3130.11,167860850.0,sh000001
247,2017-01-05,3157.91,3165.41,3168.5,3154.28,174727645.0,sh000001
248,2017-01-06,3163.78,3154.32,3172.03,3153.03,183708966.0,sh000001
249,2017-01-09,3148.53,3171.24,3173.14,3147.74,171714075.0,sh000001
250,2017-01-10,3167.57,3161.67,3174.58,3157.33,179759216.0,sh000001
251,2017-01-11,3156.69,3136.75,3167.03,3136.27,178362221.0,sh000001
252,2017-01-12,3133.6,3119.29,3144.97,3115.98,148889240.0,sh000001
253,2017-01-13,3116.08,3112.76,3130.51,3102.16,156274214.0,sh000001
254,2017-01-16,3104.49,3103.43,3105.14,3044.29,257885996.0,sh000001
255,2017-01-17,3087.03,3108.77,3108.91,3072.34,136157861.0,sh000001
256,2017-01-18,3104.77,3113.01,3123.72,3098.59,131780128.0,sh000001
257,2017-01-19,3104.97,3101.3,3115.78,3094.01,123851420.0,sh000001
258,2017-01-20,3095.82,3123.14,3125.66,3095.21,122366777.0,sh000001
259,2017-01-23,3125.42,3136.77,3145.84,3125.42,132660392.0,sh000001
260,2017-01-24,3134.59,3142.55,3149.53,3131.22,125973881.0,sh000001
261,2017-01-25,3137.65,3149.55,3151.47,3133.19,112073827.0,sh000001
262,2017-01-26,3149.22,3159.17,3163.1,3148.91,113876772.0,sh000001
263,2017-02-03,3160.08,3140.17,3162.68,3136.01,92224736.0,sh000001
264,2017-02-06,3143.09,3156.98,3158.84,3135.39,127198283.0,sh000001
265,2017-02-07,3154.4,3153.09,3159.54,3140.04,128337442.0,sh000001
266,2017-02-08,3148.09,3166.98,3167.45,3132.03,144920187.0,sh000001
267,2017-02-09,3164.69,3183.18,3186.84,3162.57,191640327.0,sh000001
268,2017-02-10,3183.01,3196.7,3205.05,3182.8,239348913.0,sh000001
269,2017-02-13,3198.99,3216.84,3219.41,3198.99,220191508.0,sh000001
270,2017-02-14,3216.14,3217.93,3219.4,3205.29,188798088.0,sh000001
271,2017-02-15,3215.46,3212.99,3236.0,3206.56,241507706.0,sh000001
272,2017-02-16,3210.36,3229.62,3230.28,3207.79,216955942.0,sh000001
273,2017-02-17,3227.71,3202.08,3238.4,3199.42,226228177.0,sh000001
274,2017-02-20,3198.96,3239.96,3241.46,3198.96,232152096.0,sh000001
275,2017-02-21,3242.22,3253.33,3254.34,3239.88,211673066.0,sh000001
276,2017-02-22,3252.69,3261.22,3261.38,3243.84,207453776.0,sh000001
277,2017-02-23,3258.83,3251.38,3264.08,3236.35,209179800.0,sh000001
278,2017-02-24,3246.86,3253.43,3253.96,3233.53,186406362.0,sh000001
279,2017-02-27,3249.19,3228.66,3251.65,3224.09,182581071.0,sh000001
280,2017-02-28,3225.97,3241.73,3242.68,3225.97,151244318.0,sh000001
281,2017-03-01,3240.07,3246.93,3259.98,3237.87,190677550.0,sh000001
282,2017-03-02,3250.52,3230.03,3256.81,3228.66,181215076.0,sh000001
283,2017-03-03,3219.2,3218.31,3221.16,3206.61,157082368.0,sh000001
284,2017-03-06,3217.33,3233.87,3234.66,3215.07,156092158.0,sh000001
285,2017-03-07,3233.09,3242.41,3242.66,3226.82,164064235.0,sh000001
286,2017-03-08,3240.53,3240.66,3245.3,3230.61,160731388.0,sh000001
287,2017-03-09,3233.7,3216.75,3233.88,3205.28,167371108.0,sh000001
288,2017-03-10,3213.73,3212.76,3222.32,3208.45,136672743.0,sh000001
289,2017-03-13,3209.45,3237.02,3237.12,3193.16,163673760.0,sh000001
290,2017-03-14,3235.25,3239.33,3246.33,3231.52,146946022.0,sh000001
291,2017-03-15,3235.4,3241.76,3243.71,3227.74,144055682.0,sh000001
292,2017-03-16,3247.16,3268.94,3269.77,3247.16,189416002.0,sh000001
293,2017-03-17,3271.87,3237.45,3274.19,3232.28,200583223.0,sh000001
294,2017-03-20,3241.11,3250.81,3251.13,3228.12,170548430.0,sh000001
295,2017-03-21,3250.25,3261.61,3262.22,3246.7,162719306.0,sh000001
296,2017-03-22,3246.22,3245.22,3255.78,3229.13,189731649.0,sh000001
297,2017-03-23,3245.81,3248.55,3262.09,3221.93,193029144.0,sh000001
298,2017-03-24,3247.35,3269.45,3275.21,3241.12,219777914.0,sh000001
299,2017-03-27,3268.92,3266.96,3283.24,3262.12,201852675.0,sh000001
300,2017-03-28,3265.63,3252.95,3265.63,3246.09,161710013.0,sh000001
301,2017-03-29,3252.87,3241.31,3262.1,3233.28,216105575.0,sh000001
302,2017-03-30,3235.14,3210.24,3240.02,3195.85,247135479.0,sh000001
303,2017-03-31,3206.25,3222.51,3226.25,3205.54,196442922.0,sh000001
304,2017-04-05,3235.66,3270.31,3270.65,3233.24,248320202.0,sh000001
305,2017-04-06,3272.19,3281.0,3286.67,3265.76,245287999.0,sh000001
306,2017-04-07,3280.62,3286.62,3295.19,3275.05,236108942.0,sh000001
307,2017-04-10,3285.46,3269.39,3285.46,3265.01,232694616.0,sh000001
308,2017-04-11,3266.22,3288.97,3290.39,3244.4,281281248.0,sh000001
309,2017-04-12,3283.84,3273.83,3284.93,3262.28,269381790.0,sh000001
310,2017-04-13,3265.22,3275.96,3281.14,3261.49,207346875.0,sh000001
311,2017-04-14,3276.14,3246.07,3276.71,3238.9,214508558.0,sh000001
312,2017-04-17,3229.95,3222.17,3229.95,3199.91,212737189.0,sh000001
313,2017-04-18,3215.4,3196.71,3225.05,3196.49,188661353.0,sh000001
314,2017-04-19,3184.67,3170.69,3189.44,3147.07,213238075.0,sh000001
315,2017-04-20,3165.67,3172.1,3178.18,3148.18,190873985.0,sh000001
316,2017-04-21,3170.29,3173.15,3180.79,3158.63,164761740.0,sh000001
317,2017-04-24,3164.25,3129.53,3164.25,3111.21,186277434.0,sh000001
318,2017-04-25,3123.89,3134.57,3145.27,3117.45,153418307.0,sh000001
319,2017-04-26,3132.92,3140.85,3152.95,3131.42,169878107.0,sh000001
